public_code,name,address,city,province,autonomous_community,postal_code,hospital_class,ownership,active
080060,Hospital de L'Esperança.,Avenida Sant Josep de La Muntanya 12,Barcelona,Barcelona,Cataluña,08024,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
080431,"Hospital Clinic de Barcelona, Seu Plato",Calle Plato 21,Barcelona,Barcelona,Cataluña,08006,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
080214,Hospital Sant Rafael,Paseo Vall D'Hebron 107,Barcelona,Barcelona,Cataluña,08035,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081649,Hospital Sociosanitari Pere Virgili,Avenida Vallcarca 169-205,Barcelona,Barcelona,Cataluña,08023,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,N
080174,Hospital Dos de Maig,Calle Dos de Maig 301,Barcelona,Barcelona,Cataluña,08025,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
080044,"Hospital Clinic de Barcelona, Seu Sabino de Arana",Calle Sabino de Arana 1,Barcelona,Barcelona,Cataluña,08028,Hospitales especializados,Otras Entidades u o rganismos Públicos,N
081347,Hospital Universitari Vall D'Hebron,Paseo Vall D'Hebron 119-129,Barcelona,Barcelona,Cataluña,08035,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
080692,Hospital de Berga,Carretera De Ribes 47,Berga,Barcelona,Cataluña,08600,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
081311,Residencia Santa Susanna,Calle Font I Boet 16,Caldes de Montbui,Barcelona,Cataluña,08140,Hospitales de media y larga estancia,Privados,N
080706,Hospital Comarcal Sant Jaume de Calella,Calle Sant Jaume 209-217,Calella,Barcelona,Cataluña,03500,Hospitales Generales,Privados,N
081568,Ita Canet,Ronda Sant Elm 2,Canet de Mar,Barcelona,Cataluña,08360,Hospitales especializados,Privados,N
081717,Centre Sociosanitari Sarquavitae Sant Jordi,Carretera Sant Joan Despi 60,Cornellà de Llobregat,Barcelona,Cataluña,08940,Hospitales de media y larga estancia,Privados,N
081784,Centre Sociosanitari D'Esplugues,Vía Augusta 66-70,Esplugues de Llobregat,Barcelona,Cataluña,08950,Hospitales de media y larga estancia,Privados,N
080713,Hospital de Sant Joan de Deu.,Calle Sant Joan de Deu 2,Esplugues de Llobregat,Barcelona,Cataluña,08950,Hospitales especializados,Privados,N
080728,Clínica Nostra Senyora de Guadalupe,Calle Francesc Moragas 2,Esplugues de Llobregat,Barcelona,Cataluña,08950,Hospitales de media y larga estancia,Privados,N
082167,Clínica Diagonal,Calle Sant Mateu 24-26,Esplugues de Llobregat,Barcelona,Cataluña,08950,Hospitales Generales,Privados,N
081661,Benito Menni Complex Assistencial En Salut Mental,Calle Francesc Ribas 59,Granollers,Barcelona,Cataluña,08402,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
081402,"Mutua de Granollers, Mutua de Previsio Social A Prima Fixa",Plaza Pau Casals S/N,Granollers,Barcelona,Cataluña,08402,Hospitales Generales,Privados,N
080734,Hospital General de Granollers.,Avenida Francesc Ribas 1,Granollers,Barcelona,Cataluña,08402,Hospitales Generales,Privados,N
082112,Unitat Polivalent Benito Menni En Salut Mental de L'Hospitalet-El Prat de Llobregat,Calle Sant Rafael 11,"Hospitalet de Llobregat, L'",Barcelona,Cataluña,08905,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
081605,Prytanis Hospitalet Centre Sociosanitari,Calle Aprestadora 43-45,"Hospitalet de Llobregat, L'",Barcelona,Cataluña,08902,Hospitales de media y larga estancia,Privados,N
080543,Hestia Duran I Reynals,Avenida Gran Vía 203,"Hospitalet de Llobregat, L'",Barcelona,Cataluña,08908,Hospitales de media y larga estancia,Privados,N
080771,Hospital General de L'Hospitalet,Avenida Josep Molins 29,"Hospitalet de Llobregat, L'",Barcelona,Cataluña,08906,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081461,Institut Catalá D'Oncologia - Hospital Duran I Reynals,Avenida Gran Vía 203,"Hospitalet de Llobregat, L'",Barcelona,Cataluña,08908,Hospitales especializados,Otras Entidades u o rganismos Públicos,N
081739,Centre Sociosanitari de L'Hospitalet - Consorci Sanitari Integral,Avenida Josep Molins 41,"Hospitalet de Llobregat, L'",Barcelona,Cataluña,08906,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,N
080752,Hospital Universitari de Bellvitge,Calle Feixa Llarga S/N,"Hospitalet de Llobregat, L'",Barcelona,Cataluña,08907,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
080787,Fundacio Sanitaria Sant Josep,Calle Carme Verdaguer 56,Igualada,Barcelona,Cataluña,08700,Hospitales de media y larga estancia,Privados,N
081885,Hospital D'Igualada,Avenida Catalunya 11,Igualada,Barcelona,Cataluña,08700,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
082337,Residencia Nazaret,Calle Guillem de Palafolls 3,Malgrat de Mar,Barcelona,Cataluña,08380,Hospitales de media y larga estancia,Privados,S
080826,Hospital de Sant Jaume,Carretera D'Olot 7,Manlleu,Barcelona,Cataluña,08560,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,N
080863,Hospital de Sant Joan de Deu (Manresa),Calle Joan Soler 1-3,Manresa,Barcelona,Cataluña,08243,Hospitales Generales,Privados,N
080879,Hospital de Sant Andreu,Calle Remei de Dalt 3,Manresa,Barcelona,Cataluña,08240,Hospitales de media y larga estancia,Privados,N
080832,Clínica Sant Josep,Calle Caputxins 16,Manresa,Barcelona,Cataluña,08241,Hospitales Generales,Privados,N
080898,Fundacio Hospital Sant Joan de Deu (Martorell),Avenida Mancomunitats Comarcals 1,Martorell,Barcelona,Cataluña,08760,Hospitales Generales,Privados,N
080885,Germanes Hospitalaries. Hospital Sagrat Cor,Avenida Comte de Llobregat 117,Martorell,Barcelona,Cataluña,08760,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
081997,"Cqm Clinic Maresme, S.L.",Calle Lepant 13-21,Mataró,Barcelona,Cataluña,08301,Hospitales Generales,Privados,N
081213,Centre Geriatric del Maresme,Calle Lepant 13-21,Mataró,Barcelona,Cataluña,08301,Hospitales de media y larga estancia,Privados,N
081326,Hospital de Mataró,Carretera Cirera 230,Mataró,Barcelona,Cataluña,08304,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081580,Antic Hospital de Sant Jaume I Santa Magdalena,Calle Hospital 29-31,Mataró,Barcelona,Cataluña,08301,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,N
080930,"Centre Medic Molins, S.L.",Paseo Del Terraple 97,Molins de Rei,Barcelona,Cataluña,08750,Hospitales de media y larga estancia,Privados,N
080945,Hospital de Mollet,Ronda Pinetons 6-8,Mollet del Vallès,Barcelona,Cataluña,08100,Hospitales Generales,Privados,N
081841,Parc Sanitari Sant Joan de Deu - Til·Lers,Calle Mossos D'Esquadra 3,Mollet del Vallès,Barcelona,Cataluña,08100,Hospitales de salud mental y tratamiento de toxicomanías,Privados,N
082178,Hospital Sociosanitari de Mollet,Calle Sant Llorenç 39-41,Mollet del Vallès,Barcelona,Cataluña,08100,Hospitales de media y larga estancia,Privados,N
081483,Sar Mont Marti,Carretera Casserres (Abans Po. La Sala S/N) 1,Puig-reig,Barcelona,Cataluña,08692,Hospitales de media y larga estancia,Privados,N
081304,Residencia Puig-Reig,Calle Llobregat 75,Puig-reig,Barcelona,Cataluña,08692,Hospitales de media y larga estancia,Privados,N
082236,Centre La Creueta,Plaza De Les Vaques S/N,Sabadell,Barcelona,Cataluña,08202,Hospitales de media y larga estancia,Privados,N
082012,Hospital Quirón Salud del Valles - Clínica del Valles,Paseo Rubio I Ors 25-27,Sabadell,Barcelona,Cataluña,08203,Hospitales Generales,Privados,N
080958,Hospital de Sabadell,Calle Parc Taulí­ 1,Sabadell,Barcelona,Cataluña,08208,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081287,Residencia L'Estada,Camino De La Masía S/N,Sant Andreu de Llavaneres,Barcelona,Cataluña,08392,Hospitales de media y larga estancia,Privados,N
081228,Prytanis Sant Boi Centre Sociosanitari,Calle Josep Torras I Bages 55,Sant Boi de Llobregat,Barcelona,Cataluña,08830,Hospitales de media y larga estancia,Privados,N
080983,Parc Sanitari Sant Joan de Deu - Recinte Sant Boi.,Calle Dr. Antoni Pujadas 42,Sant Boi de Llobregat,Barcelona,Cataluña,08830,Hospitales Generales,Privados,N
080977,"Benito Menni, Complex Assistencial En Salut Mental",Calle Doctor Antoni Pujadas 38,Sant Boi de Llobregat,Barcelona,Cataluña,08830,Hospitales de salud mental y tratamiento de toxicomanías,Otras Entidades u o rganismos Públicos,N
081234,Centre Sociosanitari Verge del Puig,Calle Campins 37,Sant Celoni,Barcelona,Cataluña,08470,Hospitales de media y larga estancia,Privados,N
081000,Hospital de Sant Celoni.,Avenida De L'Hospital 19,Sant Celoni,Barcelona,Cataluña,08470,Hospitales Generales,Privados,N
080137,Centre de Prevencio I Rehabilitacio Asepeyo,Avenida Alcalde Barnils 54-60,Sant Cugat del Vallès,Barcelona,Cataluña,08174,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,N
081017,Hospital Universitari General de Catalunya,Calle Pedro I Pons 1,Sant Cugat del Vallès,Barcelona,Cataluña,08195,Hospitales Generales,Privados,N
082190,Iván Mañero Clinic,Calle Víctor Hugo 24,Sant Cugat del Vallès,Barcelona,Cataluña,08174,Hospitales especializados,Privados,N
081919,Parc Sanitari Sant Joan de Deu - App - 2,Carretera Martorell A Capellades 23,Sant Esteve Sesrovires,Barcelona,Cataluña,08635,Hospitales Generales,Privados,N
081683,Parc Sanitari Sant Joan de Deu - App - 1,"Carretera De Martorell A Capellades ,",Sant Esteve Sesrovires,Barcelona,Cataluña,08635,Hospitales Generales,Privados,N
082066,Hospital de Sant Joan Despi Moisés Broggi,Calle Oriol Martorell 12,Sant Joan Despí,Barcelona,Cataluña,08970,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081038,Hospital Residencia Sant Camil - Consorci Sanitari de L'Alt Penedés I Garraf,Ronda Sant Camil S/N,Sant Pere de Ribes,Barcelona,Cataluña,08810,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081069,Fundacio Hospital de L'Esperit Sant,Avenida Mossen Josep Pons I Robada  S/N,Santa Coloma de Gramenet,Barcelona,Cataluña,08923,Hospitales Generales,Privados,N
081056,Centres Assistencials Dr. Emili Mira I López (Recinte Torribera).,Calle Prat de La Riba 171,Santa Coloma de Gramenet,Barcelona,Cataluña,08921,Hospitales de salud mental y tratamiento de toxicomanías,Otras Entidades u o rganismos Públicos,N
082338,Mas Amigo Centre Especialitzat En Addiccions,Barriada Mas Amigo S/N,Santa Margarida de Montbui,Barcelona,Cataluña,08710,Hospitales de salud mental y tratamiento de toxicomanías,Privados,S
081458,Aptima Centre Clinic - Mutua de Terrassa,Plaza Doctor Robert 5,Terrassa,Barcelona,Cataluña,08221,Hospitales Generales,Privados,N
081094,Hospital Universitari Mutua de Terrassa,Plaza Doctor Robert 5,Terrassa,Barcelona,Cataluña,08221,Hospitales Generales,Privados,N
081075,Hospital de Terrassa.,Carretera Torrebonica S/N,Terrassa,Barcelona,Cataluña,08227,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081728,Hospital General Penitenciari,Carretera Torrebonica S/N,Terrassa,Barcelona,Cataluña,08227,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081081,Hospital de Sant Llatzer,Plaza Doctor Robert 1,Terrassa,Barcelona,Cataluña,08221,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,N
081115,Clínica Sant Josep,Calle Sant Segimon 3,Vic,Barcelona,Cataluña,08500,Hospitales Generales,Privados,N
081120,Hospital de La Santa Creu,Rambla Hospital 52,Vic,Barcelona,Cataluña,08500,Hospitales de media y larga estancia,Privados,N
081108,Hospital General de Vic,Calle Francesc Pla El Vigata 1,Vic,Barcelona,Cataluña,08500,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081896,Centre Social I Sanitari Frederica Montseny,Calle Eslida 6-8,Viladecans,Barcelona,Cataluña,08840,Hospitales de media y larga estancia,Privados,N
081141,Hospital de Viladecans,Avenida Gava 38,Viladecans,Barcelona,Cataluña,08840,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
081430,Hospital Comarcal de L'Alt Penedés,Calle Espirall S/N,Vilafranca del Penedès,Barcelona,Cataluña,08720,Hospitales Generales,Otras Entidades u o rganismos Públicos,N
081795,Centre Sociosanitari Ricard Fortuny,Avenida Garraf 3,Vilafranca del Penedès,Barcelona,Cataluña,08720,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,N
081189,Hospital Sant Antoni Abat - Consorci Sanitari del Garraf.,Calle Sant Josep 21,Vilanova i la Geltrú,Barcelona,Cataluña,08800,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,N
081022,Casal de Curacio,Calle Maria Vidal 19,Vilassar de Mar,Barcelona,Cataluña,08340,Hospitales de media y larga estancia,Privados,N
090079,Hospital Santos Reyes,Avenida Ruperta Baraya 6,Aranda de Duero,Burgos,Castilla y León,09400,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
090050,Hospital San Juan de Dios Burgos,Paseo De La Isla 3,Burgos,Burgos,Castilla y León,09003,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,N
090047,Hospital Recoletas de Burgos,Calle Cruz Roja S/N,Burgos,Burgos,Castilla y León,09006,Hospitales Generales,Privados,N
090026,Hospital Fuente Bermeja. Complejo Asistencial Universitario de Burgos.,Calle Francisco Salinas Sn S/N,Burgos,Burgos,Castilla y León,09003,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
090155,Hospital Universitario de Burgos. Complejo Asistencial Universitario de Burgos,Avenida Islas Baleares 3,Burgos,Burgos,Castilla y León,09006,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
090098,Hospital Santiago Apóstol,Carretera De Oron Sn S/N,Miranda de Ebro,Burgos,Castilla y León,09200,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,N
